Name,Price,URL,ImgURL,CPU,Ram,Ram_slot,Storage,Graphics,Display,Battery,Wireless,Weight,Size,Color,OS
Laptop Lenovo IdeaPad 5 Pro 16ARH7 82SN00AYVN,28990000,https://www.phucanh.vn//laptop-lenovo-ideapad-5-pro-16arh7-82sn00ayvn-ryzen-5-6600hs-16gb-512gb-ssd-nvidia-geforce-rtx-3050-4gb-gddr6-160inch-25k-windows-11-home-storm-grey-vo-nhom-3-year.html,https://phucanhcdn.com/media/product/250_51455_49146_lenovo_ideapad_5_pro_16arh7_amd_cloud_grey_a1.jpg,AMD Ryzen 5 6600HS 3.3 GHz,16Gb (Onboard) DDR5 6400,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Nvidia GeForce RTX 3050 4Gb GDDR6,Khoảng 16 inch,Battery,"Wi-Fi 6 11ax, 2x2 + BT5.1","1,9 Kg","Khoảng 16 inch,358 x 236.5 x 19.4-19.4 mm",Storm Grey,Windows 11 Home
Laptop Dell Vostro 5630 I5P085W11GRU,24990000,https://www.phucanh.vn//laptop-dell-vostro-5630-i5p085w11gru-core-i5-1340p-8gb-512gb-ssd-intel-uhd-graphics-161inch-fhd-windows-11-home-office-student-grey-vo-nhom-1-year.html,https://phucanhcdn.com/media/product/250_51355_dell_vostro_5630_intel_grey_a6.jpg,Core i5 Raptor Lake 1340P 1.9 GHz,8Gb (Onboard) DDR5 4800,1,512GB SSD M.2 NVMe PCIe,Intel UHD Graphics,Khoảng 16 inch,Battery,802.11ax 2x2 WiFi and Bluetooth 5.2,"1,9 Kg","Khoảng 16 inch,356 x 251 x 15.6 mm",Grey,Windows 11 Home + Office Student
Laptop Dell Inspiron T7430 I7U165W11SLU,30990000,https://www.phucanh.vn//laptop-dell-inspiron-t7430-i7u165w11slu-core-i7-1255u-16gb-512gb-ssd-intel-iris-xe-graphics-140inch-full-hd-touch-windows-11-home-office-student-titan-grey-vo-nhom-1-year.html,https://phucanhcdn.com/media/product/250_51353_dell_inspiron_t7430_intel_grey_a8.jpg,Core i7 Raptor Lake 1355U 1.7 GHz,16Gb (Onboard) DDR4 3200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,14.0inch Full HD+ Touch,Battery,Intel Wi-Fi 6E (6GHz) AX211 2x2 Bluetooth 5.2,"1,62 Kg","14.0inch Full HD+ Touch,314 x 226 x 17.4 mm",Titan Grey,Windows 11 Home + Office Student
Laptop Dell Latitude 5430 71004111,23990000,https://www.phucanh.vn//laptop-dell-latitude-5430-71004111-core-i5-1235u-8gb-256gb-ssd-intel-iris-xe-graphics-140inch-full-hd-noos-grey-aluminium-1-year.html,https://phucanhcdn.com/media/product/250_51311_laptop_dell_latitude_5430_grey_a5.jpg,Core i5 Alder Lake 1235U 1.3 GHz,8Gb DDR4 3200,2,256GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,14.0inch Full HD,Battery,"Intel AX211 WiFi 6e 2x2 AX, Bluetooth 5.2","1,36 Kg","14.0inch Full HD,321 x 212 x 19.3 mm",Grey,NoOS
Laptop Gigabyte G Serial Gaming G5 MF E2VN333SH,25990000,https://www.phucanh.vn//laptop-gigabyte-g-serial-gaming-g5-mf-e2vn333sh-core-i5-12500h-8gb-512gb-ssd-nvidia-geforce-rtx-4050-6gb-gddr6-156inch-full-hd-windows-11-home-black-2-year.html,https://phucanhcdn.com/media/product/250_51203_laptop_gigabyte_g5_mf_e2vn333sh.jpeg,Core i5 Alder Lake 12500H 2.5 GHz,8Gb DDR4 3200,2,512GB SSD M.2 NVMe PCIe,Nvidia GeForce RTX 4050 6GB GDDR6,15.6inch Full HD,Battery,Intel WiFi 6 + Bluetooth V5.2,1.9 Kg,"15.6inch Full HD,360 x 238 x 22.7 mm",Black,Windows 11 Home
Laptop Lenovo Yoga Slim 7 Carbon 13IAP 82U90043VN,32990000,https://www.phucanh.vn//laptop-lenovo-yoga-slim-7-carbon-13iap-82u90043vn-core-i7-1260p-16gb-512gb-ssd-intel-iris-xe-graphics-13.3inch-2.5k-windows-11-home-carbon-gray-nhom-nguyen-khoi-3-year.html,https://phucanhcdn.com/media/product/250_51200_laptop_lenovo_yoga_slim_7_carbon_13iap_intel_grey_a4.jpg,Core i7 Alder Lake 1260P 2.1 GHz,16Gb (Onboard) DDR5 4800,Không hỗ trợ,512GB SSD M.2 NVMe PCIe 2280,Intel Iris Xe Graphics,13.3inch 2.5K,Battery,Wi-Fi 6 - 802.11ax. Bluetooth v5.0,0.96 Kg,"13.3inch 2.5K,300 x 206 x 14.8 mm",Carbon Gray,Windows 11 Home
Laptop Lenovo ThinkBook 15 G4 IAP 21DJA0FUVN,19990000,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-thinkbook-15-g4-iap-21dja0fuvn-core-i5-1235u.html,https://phucanhcdn.com/media/product/250_51059_49136_lenovo_thinkbook_15_g4_iap_intel_grey_a2.jpg,Core i5 Alder Lake 1235U 1.3 GHz,16Gb (2x8Gb) DDR4 3200,1,512GB SSD M.2 NVMe PCIe 2242,Intel Iris Xe Graphics,15.6inch Full HD,Battery,"11ac, 2x2 + BT5.0","1,7 Kg","15.6inch Full HD,357 x 235 x 18.9 mm",Grey,NoOS
Laptop MSI Modern 15 B13M-297VN,21990000,https://www.phucanh.vn//laptop-msi-modern-15-b13m-297vn.html,https://phucanhcdn.com/media/product/250_50989_laptop_msi_modern_14_c13m_black_6.jpg,Core i7 Raptor Lake 1355U 1.7 GHz,16Gb (Onboard) DDR4 3200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Intel UHD Graphics,15.6inch Full HD,Battery,"Intel Wi-Fi 6 AX201, Bluetooth v5.2","1,7 Kg","15.6inch Full HD,359 x 241 x 19.9 mm",Black,Windows 11 Home
Laptop Lenovo ThinkPad T14S GEN 2 20XF009YVN,29990000,https://www.phucanh.vn//may-tinh-xach-tay-lenovo-thinkpad-t14s-gen-2-20xf009yvn-ryzen-5-pro-5650u.html,https://phucanhcdn.com/media/product/250_50978_lenovo_thinkpad_t14s_gen_2_black_amd_a7.jpg,AMD Ryzen 5 Pro 5650U 2.3 GHz,16Gb (Onboard) DDR4 3200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe 2280,AMD Radeon Graphics,14.0inch Full HD,Battery,"Intel AX210 11ax, 2x2 + BT5.2 +100/1000M","1,36 Kg","14.0inch Full HD,326.8 x 225.5 x 17.9 mm",Black,Windows 11 Pro
Laptop Lenovo IdeaPad 5 Pro 16ARH7 82SN00B0VN,31990000,https://www.phucanh.vn//laptop-lenovo-ideapad-5-pro-16arh7-82sn00b0vn-ryzen-7-6800hs-16gb-512gb-ssd-nvidia-geforce-rtx-3050-4gb-gddr6-160inch-25k-windows-11-home-storm-grey-vo-nhom-3-year.html,https://phucanhcdn.com/media/product/250_51456_laptop_lenovo_ideapad_5_pro_16arh7_amd_storm_grey_a12.jpg,AMD Ryzen 7 6800HS 3.2 GHz,16Gb (Onboard) DDR5 6400,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Nvidia GeForce RTX 3050 4Gb GDDR6,Khoảng 16 inch,Battery,"Wi-Fi 6 11ax, 2x2 + BT5.1","1,9 Kg","Khoảng 16 inch,358 x 236.5 x 19.4-19.4 mm",Storm Grey,Windows 11 Home
Laptop Lenovo ThinkPad L13 G3 21B3005QVA,25990000,https://www.phucanh.vn//laptop-lenovo-thinkpad-l13-g3-21b3005qva-core-i5-1235u-8gb-512gb-ssd-intel-iris-xe-graphics-133inch-wuxga-noos-black-aluminium-3-year.html,https://phucanhcdn.com/media/product/250_51410_laptop_lenovo_thinkpad_l13_g3_intel_black_a3.jpg,Core i5 Alder Lake 1235U 1.3 GHz,8Gb (Onboard) DDR4 3200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe 2242,Intel Iris Xe Graphics,13.3inch WUXGA,Battery,"Intel AX201 11ax, 2x2 + BT5.1",1.26Kg,"13.3inch WUXGA,305 x 218 x 17.3 mm",Black,NoOS
Laptop Lenovo V15 G3 IAP 82TT00ATVN,15990000,https://www.phucanh.vn//laptop-lenovo-v15-g3-itl-82tt00atvn-core-i5-1235u-8gb-512gb-ssd-intel-iris-xe-graphics-156inch-full-hd-windows-11-home-grey-vo-nhua-1-year.html,https://phucanhcdn.com/media/product/250_51404_laptop_lenovo_v15_g3_itl_intel_grey_a6.jpg,Core i5 Alder Lake 1235U 1.3 GHz,8Gb (Onboard) DDR4 3200,1,512GB SSD M.2 NVMe PCIe 2242,Intel Iris Xe Graphics,15.6inch Full HD,Battery,11ac 2x2 + BT5.0,"1,7 Kg","15.6inch Full HD,359.8 x 235.3 x 19.5-19.5 mm",Grey,Windows 11 Home
Laptop Lenovo Flex 5 14AL 82HU00EJVN,18990000,https://www.phucanh.vn//laptop-lenovo-flex-5-14al-82hu00ejvn-ryzen-5-5500u-8gb-512gb-ssd-amd-radeon-graphics-140inch-fhd-touchscreen-windows-11-home-grey-nhom-pen-3-year-2-year.html,https://phucanhcdn.com/media/product/250_51398_laptop_lenovo_flex_5_14al_a16.jpg,AMD Ryzen 5 5500U 2.1 GHz,8Gb (Onboard) DDR4 3200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,AMD Radeon Graphics,14.0inch FHD TouchScreen,Battery,"Wi-Fi 6, 11ax 2x2 + BT5.0","1,5 Kg","14.0inch FHD TouchScreen,321 x 217 x 17.9 mm",Grey,Windows 11 Home
Laptop Acer Aspire A514 56P 35X7 NX.KHRSV.001,12990000,https://www.phucanh.vn//laptop-acer-aspire-a514-56p-35x7-nxkhrsv001-core-i3-1315u-8gb-512gb-ssd-intel-uhd-graphics-140inch-wuxga-windows-11-home-gray-vo-nhom-1-year.html,https://phucanhcdn.com/media/product/250_51350_10.jpg,Core i3 Raptor Lake 1315U 1.2 GHz,8Gb (Onboard) DDR5 4800,1,512GB SSD M.2 NVMe PCIe,Intel UHD Graphics,14.0inch WUXGA,Battery,Intel Wireless Wi-Fi 6E AX211/ Bluetooth5.1,"1,5 Kg","14.0inch WUXGA,318 x 225 x 17.99 mm",Gray,Windows 11 Home
Laptop HP Envy X360 13-bf0112TU 7C0N9PA,29590000,https://www.phucanh.vn//laptop-hp-envy-x360-13-bf0112tu-7c0n9pa-oled-touch.html,https://phucanhcdn.com/media/product/250_50805_laptop_hp_envy_x360_13_8.jpg,Core i5 Alder Lake 1230U 3.3 GHz,16Gb (Onboard) DDR4 4266,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,13.3inch OLED Touch,Battery,Intel Wi-Fi 6 AX201 (2x2) and Bluetooth 5,"1,32 Kg","13.3inch OLED Touch,306 x 204 x 15.9 mm",Silver,Windows 11 Home
Laptop Lenovo ThinkPad X13 GEN 3 21BNS02B00,36990000,https://www.phucanh.vn//laptop-lenovo-thinkpad-x13-gen-3-21bns02b00-core-i7-bao-hanh-tai-noi-su-dung.html,https://phucanhcdn.com/media/product/250_50529_48678_3y_laptop_lenovo_thinkpad_x13_gen_3_intel_a8.gif,Core i7 Alder Lake 1255U 3.5 GHz,16Gb (Onboard) DDR5 6400,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,13.3inch WQXGA,Battery,"Intel AX211 Wi-Fi 6E, 2x2 + BT5.1","1,2 Kg","13.3inch WQXGA,305 x 217 x 18.1 mm",Black,NoOS
Laptop Lenovo ThinkBook 14 G4 IAP 21DH00BAVN,22990000,https://www.phucanh.vn//laptop-lenovo-thinkbook-14-g4-iap-21dh00bavn-core-i5.html,https://phucanhcdn.com/media/product/250_50462_laptop_lenovo_thinkbook_14_g4_iap_intel_grey_a9.jpg,Core i5 Alder Lake 1235U 1.3 GHz,8Gb (Onboard) DDR4 3200,1,512GB SSD M.2 NVMe PCIe 2242,Intel Iris Xe Graphics,14.0inch Full HD,Battery,"Wi-Fi 6E 11ax, 2x2 + BT5.1","1,4 Kg","14.0inch Full HD,323 x 218 x 17.9 mm",Grey,Windows 11 Home
Laptop HP Pavilion 15-eg2087TU 7C0Q9PA,15290000,https://www.phucanh.vn//laptop-hp-pavilion-15-eg2087tu-7c0q9pa.html,https://phucanhcdn.com/media/product/250_50357_hp_pavilion_15_eg2087tu_7c0q9pa_5.jpg,Core i3 Alder Lake 1215U 1.2 GHz,8Gb (2x4Gb) DDR4 3200,2,256GB SSD M.2 NVMe PCIe,Intel UHD Graphics,15.6inch Full HD,Battery,Intel Wireless-AC 9560 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 5 Combo,"1,85 Kg","15.6inch Full HD,360.4 x 271.09 x 25.9 mm",Silver,Windows 11 Home
Laptop HP Pavilion 15-eg2089TU 7C0R1PA,23990000,https://www.phucanh.vn//laptop-hp-pavilion-15-eg2089tu-7c0r1pa.html,https://phucanhcdn.com/media/product/250_50356_laptop_hp_pavilion_15_eg2089tu_7c0r1pa_5.jpg,Core i7 Alder Lake 1260P 2.1 GHz,8Gb (2x4Gb) DDR4 3200,2,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,15.6inch Full HD,Battery,Intel Wireless-AC 9560 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 5 Combo,"1,85 Kg","15.6inch Full HD,360.4 x 271.09 x 25.9 mm",Gold,Windows 11 Home
Laptop HP Envy X360 13-bf0092TU 76V59PA,32590000,https://www.phucanh.vn//laptop-hp-envy-x360-13-bf0092tu-76v59pa.html,https://phucanhcdn.com/media/product/250_50353_laptop_hp_envy_x360_13_bf0092tu_76v59pa_6.jpg,Core i7 Alder Lake 1250U 3.5 GHz,8Gb (Onboard) DDR4 3200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,13.3inch OLED Touch,Battery,Intel Wi-Fi 6 AX201 (2x2) and Bluetooth 5,"1,32 Kg","13.3inch OLED Touch,306 x 204 x 15.9 mm",Blue,Windows 11 Home
Laptop HP EliteBook 640 G9 6M150PA,20690000,https://www.phucanh.vn//laptop-hp-elitebook-640-g9-6m150pa.html,https://phucanhcdn.com/media/product/250_50352_laptop_hp_elitebook_640_g9_6m150pa_5.jpg,Core i5 Alder Lake 1235U 1.3 GHz,8Gb DDR4 3200,2,256GB SSD M.2 NVMe PCIe 2280,Intel Iris Xe Graphics,14.0inch Full HD,Battery,Intel AX201 Wi-Fi 6 (2x2) and Bluetooth 5 Combo,"1,38 Kg","14.0inch Full HD,32.19 x 21.39 x 1.99 cm",Silver,Windows 11 Home
Laptop HP 15s fq5163TU 7C135PA,17690000,https://www.phucanh.vn//laptop-hp-15s-fq5163tu-7c135pa.html,https://phucanhcdn.com/media/product/250_50233_laptop_hp_15s_fq5163tu_7c135pa_6.jpg,Core i5 Alder Lake 1235U 1.3 GHz,8Gb (2x4Gb) DDR4 3200,2,256GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,15.6inch Full HD,Battery,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi and Bluetooth 5 combo,"1,69","15.6inch Full HD,35.85 x 24.2 x 1.79 cm",Silver,Windows 11 Home
Laptop Dell Vostro 5620 70296963,25490000,https://www.phucanh.vn//may-tinh-xach-tay-dell-vostro-5620-70296963.html,https://phucanhcdn.com/media/product/250_48885_laptop_dell_vostro_5620_intel_gen_12_a3.gif,Core i5 Alder Lake 1240P 3.3 GHz,8Gb DDR4 3200,2,512GB SSD M.2 NVMe PCIe,Nvidia GeForce MX570 2GB GDDR6,16.0inch FHD,Battery,WiFi 802.11a/b/g -,"1,97 Kg","16.0inch FHD,355.9 x 243.4 x 16.8 mm",Grey,Windows 11 Home + Office Student
Laptop Asus Vivobook Pro 15 M6500QC-MA005W,28990000,https://www.phucanh.vn//laptop-asus-vivobook-pro-15-oled-m6500qc-ma005w.html,https://phucanhcdn.com/media/product/250_48640_laptop_asus_vivobook_pro_oled_m6500qc_11.jpg,AMD Ryzen 7 5800H 3.2 GHz,16Gb (Onboard) DDR4 3200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe 2280,Nvidia GeForce RTX 3050 4Gb GDDR6,Khoảng 15 inch,Battery,Wi-Fi 6(802.11ax)+Bluetooth 5.0 (Dual band) 2*2,"1,65 Kg","Khoảng 15 inch,359.8 x 235.3 x 19.5-19.5 mm",Silver,Windows 11 Home
Laptop Acer Aspire A315 59 38PG NX.K6TSV.00A,10890000,https://www.phucanh.vn//laptop-acer-aspire-a315-59-38pg-nx-k6tsv-00a-core-i3-1215u-8gb-512gb-ssd-intel-uhd-graphics-15-6inch-full-hd-windows-11-home-silver-vo-nhua-1-year.html,https://phucanhcdn.com/media/product/250_51605_acer_aspire_a315_59_a8.jpg,Core i3 Alder Lake 1215U 1.2 GHz,8Gb DDR4 3200,2,512GB SSD M.2 NVMe PCIe,Intel UHD Graphics,15.6inch Full HD,Battery,802.11ac + BT,"1,7 Kg","15.6inch Full HD,362 x 241 x 19.9 mm",Silver,Windows 11 Home
Laptop Lenovo ThinkPad L13 G3 21B3005RVA,28990000,https://www.phucanh.vn//laptop-lenovo-thinkpad-l13-g3-21b3005rva-core-i5-1235u-16gb-512gb-ssd-intel-iris-xe-graphics-133inch-wuxga-noos-black-aluminium-3-year.html,https://phucanhcdn.com/media/product/250_51411_laptop_lenovo_thinkpad_l13_g3_intel_black_a4.jpg,Core i5 Alder Lake 1235U 1.3 GHz,16Gb (Onboard) DDR4 3200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe 2242,Intel Iris Xe Graphics,13.3inch WUXGA,Battery,"Intel AX201 11ax, 2x2 + BT5.1",1.26Kg,"13.3inch WUXGA,305 x 218 x 17.3 mm",Black,NoOS
Laptop Acer Swift 3 SF314 512 56QN NX.K0FSV.002,23490000,https://www.phucanh.vn//laptop-acer-swift-swift-3-sf314-512-56qn-nxk0fsv002-core-i5-1240p-16gb-512gb-ssd-intel-iris-xe-graphics-140inch-full-hd-windows-11-home-silver-nhom.html,https://phucanhcdn.com/media/product/250_51359_laptop_acer_swift_3_sf314_512_silver_a10.jpg,Core i5 Alder Lake 1240P 3.3 GHz,16Gb (Onboard) DDR4 3200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,14.0inch Full HD,Battery,Intel Wireless Wi-Fi 6E AX211 và Bluetooth 5.2,"1,19 Kg","14.0inch Full HD,321 x 210 x 15.9 mm",Silver,Windows 11 Home
Laptop Dell Inspiron 3530 71011775,22990000,https://www.phucanh.vn//laptop-dell-inspiron-3530-71011775-core-i7-1355u-8gb-512gb-ssd-intel-iris-xe-graphics-156inch-full-hd-windows-11-home-office-student-black-vo-nhua-1-year.html,https://phucanhcdn.com/media/product/250_51312_dell_inspiron_3530_intel_black_a5.jpg,Core i7 Raptor Lake 1355U 1.7 GHz,8Gb DDR5 4800,2,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,15.6inch Full HD,Battery,WiFi 802.11a/b/g/ Bluetooth 5.0,"1,9 Kg","15.6inch Full HD,381 x 256 x 25 mm",Black,Windows 11 Home + Office Student
Laptop Lenovo ThinkPad E14 GEN 4 21E300DUVA,24990000,https://www.phucanh.vn//laptop-lenovo-thinkpad-e14-gen-4-21e300dvva-core-i7-1255u-16gb-512gb-ssd-intel-iris-xe-graphics-140inch-full-hd-noos-black-aluminium-2-year.html,https://phucanhcdn.com/media/product/250_51295_51025_lenovo_thinkpad_e14_gen_4_intel_black_a6.jpg,Core i7 Alder Lake 1255U 3.5 GHz,16Gb (8Gb onboard + 1 khe rời) DDR4 3200,1,512GB SSD M.2 NVMe PCIe 2242,Intel Iris Xe Graphics,14.0inch Full HD,Battery,Intel AX201 11ax. 2x2 + BT5.1,"1,64 Kg","14.0inch Full HD,324 x 220 x 17.9 mm",Black,NoOS
Laptop Acer Aspire A314 36M 391A NX.KDMSV.002,11990000,https://www.phucanh.vn//laptop-acer-aspire-a314-36m-391a-nx.kdmsv.002-core-i3.html,https://phucanhcdn.com/media/product/250_51169_laptop_acer_aspire_a314_36m_silver_a3.jpg,Core i3 Alder Lake - N N305 1.25 GHz,8Gb (Onboard) DDR5 5200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,Intel UHD Graphics,14.0inch Full HD,Battery,802.11a/b/g/n/ac wireless LAN/ Bluetooth 4.2,1 x HDMI 2.1 port with HDCP support,"14.0inch Full HD,Two ports for USB 3.2 Gen 2",Silver,Windows 11 Home
Laptop Acer Aspire A314 23M R4TX NX.KEXSV.001,13490000,https://www.phucanh.vn//laptop-acer-aspire-a314-23m-r4tx-nxkexsv001-ryzen-5-7520u-8gb-512gb-ssd-amd-radeon-graphics-140inch-full-hd-windows-11-home-silver-1-year.html,https://phucanhcdn.com/media/product/250_51168_laptop_acer_aspire_a314_23m__silver_a4.jpg,AMD Ryzen 5 7520U 2.8 GHz,8Gb (Onboard) DDR5 5200,Không hỗ trợ,512GB SSD M.2 NVMe PCIe,AMD Radeon Graphics,14.0inch Full HD,Battery,802.11a/b/g/n/ac wireless LAN/ Bluetooth 4.2,"1,4 Kg","14.0inch Full HD,328.3 x 217 x 18 mm",Silver,Windows 11 Home
Laptop Lenovo ThinkBook 15 G4 IAP 21DJ00CPVN,23990000,https://www.phucanh.vn//laptop-lenovo-thinkbook-15-g4-iap-21dj00cpvn-core-i7.html,https://phucanhcdn.com/media/product/250_50465_lenovo_thinkbook_15_g4_iap_grey_intel_a2.gif,Core i7 Alder Lake 1255U 3.5 GHz,8Gb (Onboard) DDR4 3200,1,512GB SSD M.2 NVMe PCIe,Intel Iris Xe Graphics,15.6inch Full HD,Battery,"11ac, 2x2 + BT5.0","1,7 Kg","15.6inch Full HD,357 x 235 x 18.9 mm",Grey,NoOS
Laptop Lenovo ThinkPad E14 GEN 4 21E300E5VN,26990000,https://www.phucanh.vn//laptop-lenovo-thinkpad-e14-gen-4-21e300e5vn-core-i7.html,https://phucanhcdn.com/media/product/250_50463_laptop_lenovo_thinkpad_e14_gen_4_intel_black_a6.jpg,Core i7 Alder Lake 1260P 2.1 GHz,8Gb (Onboard) DDR4 3200,1,512GB SSD M.2 NVMe PCIe 2242,Intel Iris Xe Graphics,14.0inch Full HD,Battery,Intel AX201 11ax. 2x2 + BT5.1,"1,64 Kg","14.0inch Full HD,324 x 220 x 17.9 mm",Black,Windows 11 Home
Laptop Lenovo ThinkPad P16s G1 21BT005UVA,45690000,https://www.phucanh.vn//laptop-lenovo-thinkpad-p16s-g1-21bt005uva-core-i7.html,https://phucanhcdn.com/media/product/250_50267_laptop_lenovo_thinkpad_p16s_g1_intel_black_a1.jpg,Core i7 Alder Lake 1260P 2.1 GHz,32Gb (16GB onboard + 1 khe rời) DDR4 3200,1,1TB SSD M.2 NVMe PCIe 2280,Nvidia Quadro T550 4GB GDDR6,16.0inch WUXGA,Battery,"Intel Wi-Fi 6E AX211, 11ax 2x2 + BT 5.1","1,8 Kg","16.0inch WUXGA,361 x 255 x 20.8 mm",Black,NoOS
Laptop Lenovo ThinkPad X1 Carbon Gen 9 20XW00QUVN,52990000,https://www.phucanh.vn//laptop-lenovo-thinkpad-x1-carbon-gen-9-20xw00quvn-core-i7.html,https://phucanhcdn.com/media/product/250_50058_lenovo_thinkpad_x1_carbon_gen_9_intel_black_a4.jpg,Core i7 Tiger Lake 1165G7 2.8 GHz,32Gb (Onboard) DDR4 4266,Không hỗ trợ,1TB SSD M.2 NVMe PCIe 2280,Intel Iris Xe Graphics,14.0inch WUXGA Touch,Battery,"Intel AX201 11ax, 2x2 + BT5.2","1,133 Kg","14.0inch WUXGA Touch,319 x 208 x 13.9-13.9 mm",Black,Windows 11 Pro
Laptop HP Pavilion 14-dv2075TU 7C0W2PA,19690000,https://www.phucanh.vn//laptop-hp-pavilion-14-dv2075tu-7c0w2pa.html,https://phucanhcdn.com/media/product/250_50586_laptop_hp_pavilion_14_dv2075tu_7c0w2pa_5.jpg,Core i5 Alder Lake 1235U 1.3 GHz,8Gb (2x4Gb) DDR4 3200,2,512GB SSD,Intel Iris Xe Graphics,14.0inch Full HD,Battery,MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth 5.2 combo (Supporting Gigabit data rate),"1,4","14.0inch Full HD,32.5 x 21.66 x 1.7 cm",Silver,Windows 11 Home
"Laptop Lenovo IdeaPad Gaming 3 15ARH7 82SB0078VN , PC + ABS / 2 Year)",25990000,https://www.phucanh.vn//laptop-lenovo-ideapad-gaming-3-15arh7-82sb0078vn-ryzen-5.html,https://phucanhcdn.com/media/product/250_50325_4.jpg,AMD Ryzen 5 6600H 3.3 GHz,8Gb DDR5 4800,2,512GB SSD M.2 NVMe PCIe 2242,Nvidia GeForce RTX 3050 4Gb GDDR6,15.6inch Full HD,Battery,"Wi-Fi 6 11ax, 2x2 + BT5.1","2,315 Kg","15.6inch Full HD,359.8 x 256 x 22.8 mm",Grey,Windows 11 Home
Laptop HP Pavilion 14-dv2070TU 7C0V9PA,15290000,https://www.phucanh.vn//laptop-hp-pavilion-14-dv2070tu-7c0v9pa.html,https://phucanhcdn.com/media/product/250_49864_laptop_hp_pavilion_14_dv2036tu_a4.jpg,Core i3 Alder Lake 1215U 1.2 GHz,8Gb (2x4Gb) DDR4 3200,2,256GB SSD,Intel UHD Graphics,14.0inch Full HD,Battery,MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth 5.2 combo (Supporting Gigabit data rate),"1,4","14.0inch Full HD,32.5 x 21.66 x 1.7 cm",Silver,Windows 11 Home
Laptop HP Pavilion 14-dv2069TU 7C0P1PA,15290000,https://www.phucanh.vn//laptop-hp-pavilion-14-dv2069tu-7c0p1pa.html,https://phucanhcdn.com/media/product/250_49863_laptop_hp_pavilion_14_dv2071tu_gold_vo_nhom_a_5.jpg,Core i3 Alder Lake 1215U 1.2 GHz,8Gb (2x4Gb) DDR4 3200,2,256GB SSD,Intel UHD Graphics,14.0inch Full HD,Battery,MediaTek Wi-Fi 6 MT7921 (2x2) and Bluetooth 5.2 combo (Supporting Gigabit data rate),"1,4","14.0inch Full HD,32.5 x 21.66 x 1.7 cm",Gold,Windows 11 Home
Laptop Gigabyte G Serial G5 ME 51VN263SH,25990000,https://www.phucanh.vn//may-tinh-xach-tay-gigabyte-g-serial-g5-me-51vn263sh-rtx-3050-ti.html,https://phucanhcdn.com/media/product/250_49561_gigabyte_g_serial_g5_me_a1.jpg,Core i5 Alder Lake 12500H 2.5 GHz,8Gb DDR4 3200,2,512GB SSD M.2 NVMe PCIe,Nvidia GeForce RTX 3050Ti 4Gb GDDR6,15.6inch Full HD,Battery,Intel WiFi 6 + Bluetooth V5.2,1.9 Kg,"15.6inch Full HD,360 x 238 x 22.7 mm",Black,Windows 11 Home
Laptop Dell Vostro 5620 VWXVW,28990000,https://www.phucanh.vn//may-tinh-xach-tay-dell-vostro-5620-vwxvw.html,https://phucanhcdn.com/media/product/250_49268_may_tinh_xach_tay_dell_vostro_5620_vwxvw_3.gif,Core i5 Alder Lake 1240P 3.3 GHz,16Gb DDR4 3200,2,512GB SSD M.2 NVMe PCIe,Nvidia GeForce MX570 2GB GDDR6,16.0inch FHD,Battery,WiFi 802.11a/b/g -,"1,97 Kg","16.0inch FHD,355.9 x 243.4 x 16.8 mm",Grey,Windows 11 Home + Office Student
Laptop Acer Aspire A315-59-381E NX.K6TSV.006,13990000,https://www.phucanh.vn//may-tinh-xach-tay-acer-aspire-a315-59-381e-x.k6tsv.006.html,https://phucanhcdn.com/media/product/250_49199_may_tinh_xach_tay_acer_aspire_a315_59_38_1.jpg,Core i3 Alder Lake 1215U 1.2 GHz,8Gb DDR4 3200,2,512GB SSD M.2 NVMe PCIe,Intel UHD Graphics,15.6inch Full HD,Battery,802.11ac + BT,"1,7 Kg","15.6inch Full HD,362 x 241 x 19.9 mm",Silver,Windows 11 Home
